303.0 192.0 303.0
304.0 192.0 303.50041186133507
304.0 192.0 303.6670325647265
304.0 192.0 303.7503086418185
306.0 192.0 304.2015779051779
307.0 192.0 304.6697665779568
307.0 192.0 305.0037470495825
308.0 192.0 305.3798863710575
308.0 192.0 305.67211918073986
308.0 192.0 305.9057044253997
307.0 192.0 306.00534754685697
307.0 192.0 306.0883587027336
308.0 192.0 306.23583169737765
307.0 192.0 306.2904783744626
307.0 192.0 306.3378309426811
307.0 192.0 306.37925843633735
308.0 192.0 306.47483343565386
308.0 192.0 306.5597639757848
307.0 192.0 306.58295005293087
308.0 192.0 306.65395807000436
308.0 192.0 306.7181892536659
310.0 192.0 306.86812388148996
309.0 192.0 306.9611220248952
310.0 192.0 307.0883423381617
311.0 192.0 307.245764820282
311.0 192.0 307.39100632456825
311.0 192.0 307.5254280362664
312.0 192.0 307.68635468142367
313.0 192.0 307.8711105148633
313.0 192.0 308.043449316272
313.0 192.0 308.2045822438872
313.0 192.0 308.35556789200353
312.0 192.0 308.4666378502976
312.0 192.0 308.5711377605228
310.0 192.0 308.61205420397954
310.0 192.0 308.65069253121726
309.0 192.0 308.66013847123355
308.0 192.0 308.6427844953655
308.0 192.0 308.62631956494755
307.0 192.0 308.58576603595964
307.0 192.0 308.5471857814596
307.0 192.0 308.5104381964903
307.0 192.0 308.47539572458913
307.0 192.0 308.441942378435
308.0 192.0 308.43212831638954
309.0 192.0 308.4444844700582
310.0 192.0 308.47766221414867
311.0 192.0 308.53042124454004
313.0 192.0 308.62228416903775
313.0 192.0 308.7104468591887
313.0 192.0 308.79512847930266
314.0 192.0 308.8960492314028
316.0 192.0 309.03159757844634
318.0 192.0 309.20004312203235
317.0 192.0 309.3436159471741
318.0 192.0 309.5003173319398
320.0 192.0 309.6875901756025
321.0 192.0 309.88613036582234
322.0 192.0 310.09539264937956
323.0 192.0 310.3148669765383
324.0 192.0 310.54407569750816
324.0 192.0 310.76572962551296
323.0 192.0 310.9636838899563
322.0 192.0 311.1391368825208
321.0 192.0 311.29320830763646
320.0 192.0 311.4269455654768
320.0 192.0 311.5566358038821
320.0 192.0 311.68246001716705
320.0 192.0 311.80458856353505
320.0 192.0 311.92318193518645
320.0 192.0 312.0383914624591
319.0 192.0 312.1361437293384
318.0 192.0 312.2172145175469
317.0 192.0 312.2823350059314
315.0 192.0 312.3187260902981
314.0 192.0 312.3409068714234
314.0 192.0 312.3625100141463
314.0 192.0 312.3835577931194
313.0 192.0 312.3913684604739
313.0 192.0 312.3989836731227
313.0 192.0 312.40641067701984
313.0 192.0 312.41365636432545
312.0 192.0 312.40867581245493
311.0 192.0 312.39194322273454
311.0 192.0 312.37560347610184
313.0 192.0 312.38287107255877
310.0 192.0 312.35558502170704
310.0 192.0 312.3289168052284
309.0 192.0 312.2917103599623
308.0 192.0 312.24434876124394
307.0 192.0 312.1871972933005
306.0 192.0 312.1206044770682
306.0 191.0 312.0554300085955
306.0 192.0 311.99162904755104
306.0 192.0 311.9291586241979
307.0 192.0 311.87821474629055
307.0 192.0 311.82831319047426
308.0 191.0 311.7894861496606
308.0 192.0 311.75143880335116
308.0 192.0 311.714147898359
309.0 192.0 311.68739099131085
309.0 192.0 311.66115649947176
310.0 191.0 311.64507133185487
310.0 192.0 311.62929468792294
310.0 192.0 311.613817775418
310.0 192.0 311.5986321330211
310.0 192.0 311.58372961492654
311.0 192.0 311.5783297271419
311.0 192.0 311.5730288288413
311.0 192.0 311.5678242227671
312.0 192.0 311.5717203741972
312.0 192.0 311.57554690407176
312.0 192.0 311.5793056620002
314.0 192.0 311.600621579003
314.0 192.0 311.62156536414483
314.0 192.0 311.6421466782163
315.0 192.0 311.670999558528
317.0 192.0 311.7165433367798
314.0 192.0 311.73580173607525
315.0 192.0 311.76314460393377
314.0 192.0 311.78169677882147
315.0 192.0 311.8082113346884
315.0 192.0 311.83429255978274
315.0 192.0 311.8599509912391
315.0 191.0 311.8851968272941
314.0 192.0 311.90203742903145
313.0 192.0 311.9106979001633
313.0 192.0 311.91922281658117
313.0 192.0 311.9276153361583
313.0 192.0 311.93587851943596
314.0 192.0 311.9516869033281
315.0 192.0 311.9748921521303
315.0 192.0 311.9977467626368
316.0 192.0 312.0278044442012
316.0 192.0 312.0574139956134
317.0 192.0 312.09404219957577
317.0 192.0 312.1301314806089
318.0 192.0 312.17306376292373
317.0 192.0 312.2080564360842
316.0 192.0 312.23530504138336
316.0 192.0 312.26216481422796
316.0 192.0 312.28864401879645
314.0 191.0 312.3006441038704
315.0 191.0 312.319470076537
315.0 192.0 312.3380352692609
316.0 192.0 312.36326323557654
315.0 192.0 312.38127540633707
317.0 192.0 312.41271213364973
317.0 192.0 312.4437237918418
319.0 192.0 312.48788776527005
318.0 192.0 312.5247116057199
318.0 192.0 312.5610466688657
317.0 192.0 312.59026408801407
316.0 192.0 312.61252519547406
315.0 191.0 312.62798669427553
314.0 192.0 312.63680082608516
315.0 191.0 312.65190957438523
315.0 192.0 312.6668263564228
315.0 192.0 312.68155480773265
315.0 192.0 312.69609847262245
315.0 192.0 312.7104608070166
315.0 192.0 312.72464518119403
315.0 192.0 312.7386548824253
315.0 192.0 312.7524931175122
315.0 192.0 312.7661630152353
314.0 192.0 312.77361034029263
314.0 192.0 312.78096830168
313.0 192.0 312.78227251556314
312.0 192.0 312.7776494383281
311.0 192.0 312.76722221824593
309.0 191.0 312.74532358917946
309.0 192.0 312.7236780885152
309.0 191.0 312.7022813524164
309.0 192.0 312.6811291167843
308.0 191.0 312.65457891143336
308.0 192.0 312.6283281964529
308.0 192.0 312.6023719325449
308.0 191.0 312.576705192843
308.0 191.0 312.5513231597949
307.0 191.0 312.52075486633237
308.0 191.0 312.4959579849091
308.0 192.0 312.471431661193
306.0 192.0 312.4364328790161
306.0 192.0 312.4018106611225
305.0 192.0 312.36227235245485
306.0 191.0 312.3284131077552
